freq,product,consom,unit,tax,currency,geo\TIME_PERIOD	1985-S1 	1986-S1 	1987-S1 	1988-S1 	1989-S1 	1990-S1 	1991-S1 	1991-S2 	1992-S1 	1992-S2 	1993-S1 	1993-S2 	1994-S1 	1994-S2 	1995-S1 	1995-S2 	1996-S1 	1996-S2 	1997-S1 	1997-S2 	1998-S1 	1998-S2 	1999-S1 	1999-S2 	2000-S1 	2000-S2 	2001-S1 	2001-S2 	2002-S1 	2002-S2 	2003-S1 	2003-S2 	2004-S1 	2004-S2 	2005-S1 	2005-S2 	2006-S1 	2006-S2 	2007-S1 	2007-S2 
S,4100,4142050,GJ_GCV,I_TAX,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.3079 	11.0615 	11.0615 	11.0600 	10.9700 	10.7100 	: 	: 	11.5100 	11.5100 	11.7100 	14.1500 	13.8800 	13.9800 	14.3200 
S,4100,4142050,GJ_GCV,I_TAX,EUR,BE	9.6835 	9.2316 	6.4963 	6.2981 	5.9033 	6.7572 	7.3059 	7.2100 	7.0590 	6.9068 	7.1024 	7.0879 	7.6193 	7.6494 	7.7140 	7.8422 	7.6680 	7.6266 	7.7603 	7.9170 	7.8754 	7.5274 	7.1716 	7.0823 	8.3466 	9.3803 	10.6991 	9.9281 	9.4900 	9.3000 	9.7330 	9.7140 	9.3972 	9.5700 	: 	: 	12.6900 	13.5000 	: 	10.8100 
S,4100,4142050,GJ_GCV,I_TAX,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.4380 	5.0634 	4.5539 	4.7822 	5.1585 	5.9341 	5.8820 	6.0753 
S,4100,4142050,GJ_GCV,I_TAX,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.1064 	4.7529 	5.6010 	5.9079 	6.4479 	6.2727 	5.7339 	6.1777 	5.6663 	5.4975 	6.5767 	6.7535 	9.0512 	9.6067 	8.8215 	8.7842 
S,4100,4142050,GJ_GCV,I_TAX,EUR,DE	8.7356 	8.9544 	6.8346 	6.0955 	5.5323 	6.8340 	7.6483 	7.6083 	7.5600 	7.0406 	7.3437 	7.4477 	7.4679 	7.4863 	7.3268 	7.2705 	7.0095 	7.0231 	7.3554 	7.4237 	7.3388 	7.2826 	6.8155 	6.9587 	7.3370 	8.7124 	10.4815 	10.8752 	10.2500 	9.4500 	10.3500 	10.6760 	10.4040 	10.9000 	11.5800 	12.4700 	14.5000 	14.9800 	16.8900 	15.4500 
S,4100,4142050,GJ_GCV,I_TAX,EUR,DK	: 	: 	: 	: 	: 	: 	: 	6.4082 	6.1015 	6.1184 	6.7762 	7.1461 	6.7889 	6.7941 	6.4483 	6.2536 	7.0122 	7.3429 	8.6878 	7.9746 	8.3051 	7.2750 	6.5581 	7.5281 	10.5993 	11.4896 	14.4557 	12.1294 	10.1710 	10.8343 	11.1673 	10.3455 	11.3183 	14.6863 	16.8403 	16.0892 	17.6913 	21.6750 	18.2723 	19.2850 
S,4100,4142050,GJ_GCV,I_TAX,EUR,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.1800 	9.8200 	9.8900 	10.4300 	10.7800 	12.7400 	13.3600 	14.1400 	13.0600 p
S,4100,4142050,GJ_GCV,I_TAX,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.2804 	: 	4.2804 	4.4489 	4.2738 	4.2738 	4.4630 	4.8854 	5.4020 	5.8773 
S,4100,4142050,GJ_GCV,I_TAX,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.3457 	9.5700 	12.3200 	12.9210 	12.9480 	11.3533 
S,4100,4142050,GJ_GCV,I_TAX,EUR,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.6300 	9.4600 	9.5400 	10.2700 	10.7100 	12.8100 	13.5700 	14.3200 	13.2600 p
S,4100,4142050,GJ_GCV,I_TAX,EUR,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.1500 	9.2500 	9.9600 	10.3800 	12.4500 	13.1700 	13.9300 	: 
S,4100,4142050,GJ_GCV,I_TAX,EUR,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.7000 	10.1900 	12.2000 	12.9100 	13.6700 	12.8800 p
S,4100,4142050,GJ_GCV,I_TAX,EUR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.0211 	6.2700 	6.3799 	6.9797 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S,4100,4142050,GJ_GCV,I_TAX,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.5400 	11.4400 	12.1200 	12.2100 	11.9400 
S,4100,4142050,GJ_GCV,I_TAX,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.1026 	8.3691 	8.2918 	8.4362 	8.2986 	: 
S,4100,4142050,GJ_GCV,I_TAX,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	3.7822 	4.0706 	4.4637 	4.2128 	4.1409 	3.8148 	3.4195 	2.7837 	2.7936 	3.1385 	3.5516 	3.9254 	4.0554 	3.7575 	3.5798 	3.3139 	3.2556 	3.5708 	3.5064 	4.1722 	4.2595 	4.2098 	4.3206 	4.4108 	5.8999 	6.2406 	6.3270 	7.0363 	8.8461 	8.4082 	10.7602 	11.0644 
S,4100,4142050,GJ_GCV,I_TAX,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.7860 	10.1900 	10.1900 	12.7700 	12.7700 	17.0810 	15.3720 
S,4100,4142050,GJ_GCV,I_TAX,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.5350 	9.5350 	9.8240 	9.5090 	10.9010 	11.9520 	13.1080 	: 
S,4100,4142050,GJ_GCV,I_TAX,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.5055 	5.0915 	5.0911 	4.9902 	4.8801 	4.5242 	5.8393 	6.6468 	7.7913 	7.8024 
S,4100,4142050,GJ_GCV,I_TAX,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.9525 	8.6000 	10.1420 	10.6000 	11.0172 	10.0045 
S,4100,4142050,GJ_GCV,I_TAX,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.2195 	4.3360 	4.3228 	4.4821 	5.2443 	6.3649 	7.3978 	7.2033 
S,4100,4142050,GJ_GCV,I_TAX,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.9400 	11.9800 	13.8200 	13.9800 	16.2100 	16.3900 	17.8800 	: 
S,4100,4142050,GJ_GCV,I_TAX,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.3928 	8.9295 	7.9345 	9.9911 	8.5001 	8.6773 	: 	6.2638 	7.3324 	7.4987 	7.7831 	9.0495 	9.3614 	10.1998 	10.8726 
S,4100,4142050,GJ_GCV,I_TAX,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.7300 	10.1100 	10.9600 	10.9400 	10.5800 	: 	10.0600 	10.7900 	11.7100 	11.8100 	12.2100 	11.4500 
S,4100,4142050,GJ_GCV,I_TAX,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7294 	3.0500 	3.3668 	4.0477 	4.4068 	6.6871 	7.6113 	8.1910 	9.0108 	9.7942 
S,4100,4142050,GJ_GCV,I_TAX,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.9171 	12.0032 	12.1770 	14.7458 	14.8421 	14.6264 	: 
S,4100,4142050,GJ_GCV,I_TAX,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.7516 	6.8924 	7.5701 	6.4805 	9.5754 	9.3806 	11.3378 	11.5525 
S,4100,4142050,GJ_GCV,I_TAX,EUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.7459 
S,4100,4142050,GJ_GCV,I_TAX,EUR,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.2174 	: 	3.6836 	4.4802 	4.9155 	5.1544 	5.1104 	4.8698 	5.0791 	5.5698 	5.4748 	6.9108 	7.8693 	7.9469 	7.4166 	7.1525 	6.2374 	6.9234 	6.9154 	8.6078 	9.7882 	12.7380 	14.2377 	15.0872 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.3079 	11.0615 	11.0615 	11.0600 	10.9700 	10.7100 	: 	: 	11.5100 	11.5100 	11.7100 	14.1500 	13.8800 	13.9800 	14.3200 
S,4100,4142050,GJ_GCV,I_TAX,NAC,BE	10.6867 	10.1859 	6.9038 	6.7427 	6.3882 	7.1411 	7.6450 	7.5583 	7.3500 	7.2038 	7.0972 	7.0798 	7.6227 	7.4963 	7.4889 	7.4666 	7.3748 	7.4418 	7.7318 	8.0169 	7.9574 	7.5930 	7.1716 	7.0823 	8.3466 	9.3803 	10.6991 	9.9281 	9.4900 	9.3000 	9.7330 	9.7140 	9.3972 	9.5700 	: 	: 	12.6900 	13.5000 	: 	10.8100 
S,4100,4142050,GJ_GCV,I_TAX,NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.6350 	9.9030 	8.9070 	9.3530 	10.0890 	11.6060 	11.5040 	11.8820 
S,4100,4142050,GJ_GCV,I_TAX,NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	147.8500 	169.2400 	196.7530 	200.0880 	206.7580 	186.4700 	180.5560 	196.9440 	185.4250 	173.4200 	199.3000 	203.8200 	259.9700 	273.2900 	245.5900 	249.1100 
S,4100,4142050,GJ_GCV,I_TAX,NAC,DE	9.9344 	9.9702 	7.2143 	6.4372 	5.8952 	7.1070 	8.0119 	7.9915 	7.8841 	7.3524 	7.3524 	7.4291 	7.4137 	7.3422 	7.1223 	6.9433 	6.7644 	6.8615 	7.3319 	7.5109 	7.4137 	7.3473 	6.8155 	6.9587 	7.3370 	8.7124 	10.4815 	10.8752 	10.2500 	9.4500 	10.3500 	10.6760 	10.4040 	10.9000 	11.5800 	12.4700 	14.5000 	14.9800 	16.8900 	15.4500 
S,4100,4142050,GJ_GCV,I_TAX,NAC,DK	: 	: 	: 	: 	: 	: 	: 	50.9000 	48.3000 	48.1000 	51.2000 	54.0000 	51.2000 	51.2000 	48.3000 	45.5000 	51.2000 	54.1000 	64.6000 	60.1000 	62.5000 	54.7000 	48.8000 	56.0000 	78.9000 	85.7000 	107.9000 	90.3000 	75.6000 	80.5000 	83.0000 	76.9000 	84.3000 	109.2000 	125.3000 	120.0000 	132.0000 	161.7000 	136.2000 	143.5000 
S,4100,4142050,GJ_GCV,I_TAX,NAC,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.1800 	9.8200 	9.8900 	10.4300 	10.7800 	12.7400 	13.3600 	14.1400 	13.0600 p
S,4100,4142050,GJ_GCV,I_TAX,NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66.9740 	: 	66.9739 	69.6100 	66.8700 	66.8700 	69.8300 	76.4400 	84.5230 	91.9600 
S,4100,4142050,GJ_GCV,I_TAX,NAC,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.3457 	9.5700 	12.3200 	12.9210 	12.9480 	11.3533 
S,4100,4142050,GJ_GCV,I_TAX,NAC,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.6300 	9.4600 	9.5400 	10.2700 	10.7100 	12.8100 	13.5700 	14.3200 	13.2600 p
S,4100,4142050,GJ_GCV,I_TAX,NAC,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.1500 	9.2500 	9.9600 	10.3800 	12.4500 	13.1700 	13.9300 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAC,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.7000 	10.1900 	12.2000 	12.9100 	13.6700 	12.8800 p
S,4100,4142050,GJ_GCV,I_TAX,NAC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.9522 	6.0211 	6.1574 	6.8402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAC,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.5400 	11.4400 	12.1200 	12.2100 	11.9400 
S,4100,4142050,GJ_GCV,I_TAX,NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61.1700 	61.1700 	61.1700 	61.1700 	61.1700 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	376.5000 	432.1500 	453.3100 	453.3100 	470.4200 	470.4200 	473.0900 	473.0900 	512.0600 	610.6800 	717.1900 	832.1000 	909.2200 	897.7900 	897.7900 	829.8900 	829.8900 	929.1900 	929.1900 	1038.6300 	1038.6300 	1038.6300 	1038.6300 	1163.2500 	1559.4686 	1559.4700 	1559.4700 	1734.2400 	2217.8100 	2333.1800 	2731.8000 	2731.8000 
S,4100,4142050,GJ_GCV,I_TAX,NAC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.7860 	10.1900 	10.1900 	12.7700 	12.7700 	17.0810 	15.3720 
S,4100,4142050,GJ_GCV,I_TAX,NAC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.5350 	9.5350 	9.8240 	9.5090 	10.9010 	11.9520 	13.1080 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.0100 	17.5800 	17.5800 	17.2300 	16.8500 	15.6212 	20.1618 	22.9500 	26.9018 	26.9400 
S,4100,4142050,GJ_GCV,I_TAX,NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.9525 	8.6000 	10.1420 	10.6000 	11.0172 	10.0045 
S,4100,4142050,GJ_GCV,I_TAX,NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8300 	2.8600 	3.0100 	3.1200 	3.6500 	4.4300 	5.1600 	5.0200 
S,4100,4142050,GJ_GCV,I_TAX,NAC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.9400 	11.9800 	13.8200 	13.9800 	16.2100 	16.3900 	17.8800 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42.1200 	34.4600 	28.7000 	35.8900 	34.7500 	35.3200 	: 	29.5200 	32.7400 	30.5900 	31.9000 	34.5700 	37.4100 	39.5700 	40.9700 
S,4100,4142050,GJ_GCV,I_TAX,NAC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.7300 	10.1100 	10.9600 	10.9400 	10.5800 	: 	10.0600 	10.7900 	11.7100 	11.8100 	12.2100 	11.4500 
S,4100,4142050,GJ_GCV,I_TAX,NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.7000 	11.3300 	13.8400 	16.5800 	16.8200 	23.8374 	27.7425 	29.2540 	30.5664 	30.7000 
S,4100,4142050,GJ_GCV,I_TAX,NAC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.2000 	108.6000 	114.8000 	137.3000 	136.8000 	132.8000 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	275.0000 	275.0000 	292.0000 	252.0000 	359.0000 	360.0000 	394.0000 	385.0000 
S,4100,4142050,GJ_GCV,I_TAX,NAC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.3700 
S,4100,4142050,GJ_GCV,I_TAX,NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.5560 	: 	3.0120 	3.2810 	3.2490 	3.4280 	3.4120 	3.4230 	3.3410 	3.4440 	3.4110 	4.3870 	4.7890 	4.9000 	4.7370 	4.7000 	4.3690 	4.7920 	4.6040 	6.0140 	6.7300 	8.7380 	9.7930 	10.0090 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141.8400 	152.2100 	152.2100 	11.0600 	10.9700 	10.7100 	: 	: 	11.5100 	11.5100 	11.7100 	14.1500 	13.8800 	13.9800 	14.3200 
S,4100,4142050,GJ_GCV,I_TAX,NAT,BE	431.1000 	410.9000 	278.5000 	272.0000 	257.7000 	288.0700 	308.4000 	304.9000 	296.5000 	290.6000 	286.3000 	285.6000 	307.5000 	302.4000 	302.1000 	301.2000 	297.5000 	300.2000 	311.9000 	323.4000 	321.0000 	306.3000 	289.3000 	285.7000 	336.7000 	378.4000 	431.6000 	400.5000 	9.4900 	9.3000 	9.7330 	9.7140 	9.3972 	9.5700 	: 	: 	12.6900 	13.5000 	: 	10.8100 
S,4100,4142050,GJ_GCV,I_TAX,NAT,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.6350 	9.9030 	8.9070 	9.3530 	10.0890 	11.6060 	11.5040 	11.8820 
S,4100,4142050,GJ_GCV,I_TAX,NAT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	147.8500 	169.2400 	196.7530 	200.0880 	206.7580 	186.4700 	180.5560 	196.9440 	185.4250 	173.4200 	199.3000 	203.8200 	259.9700 	273.2900 	245.5900 	249.1100 
S,4100,4142050,GJ_GCV,I_TAX,NAT,DE	19.4300 	19.5000 	14.1100 	12.5900 	11.5300 	13.9000 	15.6700 	15.6300 	15.4200 	14.3800 	14.3800 	14.5300 	14.5000 	14.3600 	13.9300 	13.5800 	13.2300 	13.4200 	14.3400 	14.6900 	14.5000 	14.3700 	13.3300 	13.6100 	14.3500 	17.0400 	20.5000 	21.2700 	10.2500 	9.4500 	10.3500 	10.6760 	10.4040 	10.9000 	11.5800 	12.4700 	14.5000 	14.9800 	16.8900 	15.4500 
S,4100,4142050,GJ_GCV,I_TAX,NAT,DK	: 	: 	: 	: 	: 	: 	: 	50.9000 	48.3000 	48.1000 	51.2000 	54.0000 	51.2000 	51.2000 	48.3000 	45.5000 	51.2000 	54.1000 	64.6000 	60.1000 	62.5000 	54.7000 	48.8000 	56.0000 	78.9000 	85.7000 	107.9000 	90.3000 	75.6000 	80.5000 	83.0000 	76.9000 	84.3000 	109.2000 	125.3000 	120.0000 	132.0000 	161.7000 	136.2000 	143.5000 
S,4100,4142050,GJ_GCV,I_TAX,NAT,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.1800 	9.8200 	9.8900 	10.4300 	10.7800 	12.7400 	13.3600 	14.1400 	13.0600 p
S,4100,4142050,GJ_GCV,I_TAX,NAT,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	66.9740 	: 	66.9739 	69.6100 	66.8700 	66.8700 	69.8300 	76.4400 	84.5230 	91.9600 
S,4100,4142050,GJ_GCV,I_TAX,NAT,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.3457 	9.5700 	12.3200 	12.9210 	12.9480 	11.3533 
S,4100,4142050,GJ_GCV,I_TAX,NAT,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.6300 	9.4600 	9.5400 	10.2700 	10.7100 	12.8100 	13.5700 	14.3200 	13.2600 p
S,4100,4142050,GJ_GCV,I_TAX,NAT,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.1500 	9.2500 	9.9600 	10.3800 	12.4500 	13.1700 	13.9300 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAT,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.7000 	10.1900 	12.2000 	12.9100 	13.6700 	12.8800 p
S,4100,4142050,GJ_GCV,I_TAX,NAT,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.3900 	35.8000 	36.6100 	40.6700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S,4100,4142050,GJ_GCV,I_TAX,NAT,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.5400 	11.4400 	12.1200 	12.2100 	11.9400 
