freq,product,consom,unit,tax,currency,geo\TIME_PERIOD	1985-S1 	1986-S1 	1987-S1 	1988-S1 	1989-S1 	1990-S1 	1990-S2 	1991-S1 	1991-S2 	1992-S1 	1992-S2 	1993-S1 	1993-S2 	1994-S1 	1994-S2 	1995-S1 	1995-S2 	1996-S1 	1996-S2 	1997-S1 	1997-S2 	1998-S1 	1998-S2 	1999-S1 	1999-S2 	2000-S1 	2000-S2 	2001-S1 	2001-S2 	2002-S1 	2002-S2 	2003-S1 	2003-S2 	2004-S1 	2004-S2 	2005-S1 	2005-S2 	2006-S1 	2006-S2 	2007-S1 	2007-S2 
S,4100,4141150,GJ_GCV,X_VAT,EUR,UK	: 	: 	: 	: 	: 	: 	: 	6.6395 	6.8997 	6.7349 	6.5109 	5.7533 	5.9969 	6.1094 	5.7683 	5.9495 	5.5385 	5.5209 	5.6746 	6.3222 	6.8385 	6.7513 	6.3506 	5.9752 	6.2634 	6.6468 	6.4843 	6.2697 	6.7864 	6.6333 	6.7481 	6.5590 	6.1960 	6.5159 	6.5038 	6.9131 	7.1121 	7.8428 	9.4356 	11.1997 	9.7272 
S,4100,4141150,GJ_GCV,X_VAT,NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.3014 	9.3857 	9.3857 	9.3857 	8.8886 	8.8886 	8.8886 	8.8886 	8.8886 	9.0717 	9.8668 	9.8668 	9.8700 	8.8300 	10.2100 	10.2100 	11.4200 	11.1400 	11.1400 	11.3000 	13.0400 	13.0400 	13.3200 	13.3200 
S,4100,4141150,GJ_GCV,X_VAT,NAC,BE	: 	: 	: 	: 	: 	: 	: 	7.3129 	7.2434 	7.0749 	6.8319 	6.7526 	6.7328 	7.1443 	7.0451 	7.0501 	7.0402 	6.9410 	6.9980 	7.2360 	7.4715 	7.4393 	7.1443 	6.7972 	6.7154 	7.7764 	8.6341 	9.7893 	9.1522 	8.6800 	8.5400 	8.9100 	8.9000 	8.7200 	: 	9.2200 	10.4400 	11.1700 	11.6700 	10.6400 	9.7200 
S,4100,4141150,GJ_GCV,X_VAT,NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.9970 	11.0690 	10.9710 	11.2190 	12.5500 	13.2060 	14.3990 	14.2640 
S,4100,4141150,GJ_GCV,X_VAT,NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	128.5600 	128.5600 	158.4030 	177.8560 	186.1930 	169.5190 	163.8890 	177.3590 	176.1330 	169.6900 	190.8300 	195.2300 	242.0000 	245.4400 	221.1600 	227.8700 
S,4100,4141150,GJ_GCV,X_VAT,NAC,DE	9.3055 	9.3720 	6.5650 	5.9617 	5.9872 	6.5701 	: 	6.6366 	7.0149 	6.8820 	6.6110 	7.4342 	7.6336 	7.6336 	7.5825 	7.5007 	7.3268 	7.1172 	7.0456 	7.5978 	7.6847 	7.5825 	7.4700 	7.1530 	7.2041 	7.8943 	8.9783 	10.6144 	10.7422 	10.2100 	9.7800 	10.4600 	10.6630 	10.6280 	10.6200 	11.6900 	11.9200 	13.7800 	14.8600 	15.5000 	14.6900 
S,4100,4141150,GJ_GCV,X_VAT,NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.2000 	88.9000 	108.0000 	113.5000 	131.4000 	117.3000 	106.9400 	110.8300 	112.8500 	107.9800 	113.9200 	147.4000 	169.3000 	162.5000 	178.0000 	218.4000 	183.9000 	193.9000 
S,4100,4141150,GJ_GCV,X_VAT,NAC,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.2600 	10.6600 	10.6500 	11.3400 	11.7000 	13.0200 	13.7700 	14.2600 	13.6900 p
S,4100,4141150,GJ_GCV,X_VAT,NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61.4160 	: 	61.4159 	61.3100 	61.3900 	61.3900 	61.4600 	64.5900 	78.0800 	98.0000 
S,4100,4141150,GJ_GCV,X_VAT,NAC,ES	: 	: 	: 	: 	: 	: 	: 	7.5427 	7.5427 	8.1666 	8.1666 	8.1666 	8.1666 	8.1666 	8.5554 	8.5554 	8.5554 	8.8715 	8.8715 	9.0128 	9.1558 	9.1558 	9.1558 	8.8493 	8.4208 	9.1516 	10.2491 	11.0556 	10.8621 	10.4600 	9.9300 	10.4300 	10.2136 	9.9528 	: 	10.2548 	10.4200 	11.7500 	11.7210 	12.2710 	11.9304 
S,4100,4141150,GJ_GCV,X_VAT,NAC,EU15	: 	: 	: 	: 	: 	: 	: 	8.1900 	8.3200 	8.3700 	8.1300 	7.7000 	7.8500 	8.0100 	7.8200 	7.8400 	7.6500 	7.6800 	7.8700 	8.3800 	8.6000 	8.5600 	8.2800 	8.1100 	8.1500 	8.6800 	9.2200 	10.0500 	10.1400 	9.8700 	9.6700 	9.9200 	9.8100 	9.4800 	9.5100 	10.2200 	10.5300 	11.7000 	12.7000 	13.5000 	12.6000 p
S,4100,4141150,GJ_GCV,X_VAT,NAC,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.0700 	9.1000 	9.7900 	10.0900 	11.2500 	12.1500 	12.9600 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAC,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.6900 	10.0000 	11.1600 	12.0500 	12.8600 	12.2300 p
S,4100,4141150,GJ_GCV,X_VAT,NAC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.3215 	5.4913 	5.0725 	5.5855 	5.6679 	: 	7.5735 	7.2825 	7.0807 	6.7612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAC,FR	: 	: 	: 	: 	: 	: 	: 	7.6285 	7.7901 	7.9426 	7.6880 	7.5325 	7.5325 	7.5325 	7.3831 	7.2398 	7.1651 	7.1651 	7.0919 	7.2520 	7.5081 	7.7383 	7.5493 	7.3602 	6.9913 	6.9913 	7.4548 	8.4396 	9.1912 	9.1900 	8.8000 	9.0600 	9.4300 	8.6500 	8.6500 	9.0000 	9.3300 	10.8100 	11.4200 	11.4200 	11.4200 
S,4100,4141150,GJ_GCV,X_VAT,NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50.1100 	50.1100 	50.1100 	50.1100 	50.1100 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	220.1300 	220.1300 	234.0000 	234.0000 	238.5000 	238.5000 	364.5000 	364.5000 	393.6600 	509.4000 	605.1600 	689.4000 	749.7000 	749.7000 	749.7000 	756.4500 	756.4500 	846.9800 	846.9800 	946.7600 	946.7600 	946.7600 	946.7600 	1060.3000 	1093.0600 	1093.0600 	1093.0600 	1153.1400 	1151.5000 	1151.4300 	1514.8400 	2202.7300 
S,4100,4141150,GJ_GCV,X_VAT,NAC,IE	: 	: 	: 	: 	: 	: 	: 	7.9359 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.2248 	7.3518 	7.3518 	7.2756 	7.2756 	7.2756 	7.2756 	7.2700 	7.2700 	7.2700 	7.9300 	7.9300 	7.9320 	8.8000 	8.8000 	11.0200 	11.0180 	14.7420 	13.2680 
S,4100,4141150,GJ_GCV,X_VAT,NAC,IT	: 	: 	: 	: 	: 	: 	: 	10.9122 	10.6628 	11.2205 	10.8812 	11.1519 	11.2701 	12.2116 	12.0856 	12.0092 	12.7467 	12.7250 	12.7580 	13.3442 	13.5487 	13.4609 	13.0607 	12.6269 	12.6692 	13.3189 	14.2315 	15.3465 	14.6333 	14.2900 	13.9700 	13.9700 	14.3300 	12.4350 	12.4350 	12.7820 	13.3440 	13.7500 	14.6100 	15.2200 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.9500 	15.0600 	15.8300 	14.4000 	18.2528 	20.6200 	20.6129 	20.6400 
S,4100,4141150,GJ_GCV,X_VAT,NAC,LU	: 	: 	: 	: 	: 	: 	: 	5.1572 	5.9140 	5.0136 	4.8500 	5.0409 	5.0409 	5.0645 	5.1059 	4.9933 	5.0290 	5.4095 	5.6408 	5.7320 	6.0424 	5.8173 	5.6897 	5.2940 	5.0811 	5.6773 	6.8639 	7.6307 	7.7219 	6.6400 	6.6500 	6.9100 	6.9552 	6.6700 	: 	7.6753 	8.2900 	9.7409 	10.1700 	10.8655 	9.9102 
S,4100,4141150,GJ_GCV,X_VAT,NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.4000 	2.4800 	2.6800 	2.7100 	3.1600 	3.7500 	4.4300 	4.3300 
S,4100,4141150,GJ_GCV,X_VAT,NAC,NL	: 	: 	: 	: 	: 	: 	: 	6.3529 	6.7477 	6.4028 	6.4391 	5.8447 	5.8583 	6.1306 	5.9763 	6.0807 	5.8991 	6.1396 	6.4618 	7.0109 	7.2696 	7.3149 	6.9701 	7.1697 	6.8884 	7.6961 	8.0818 	8.8714 	9.2526 	9.7100 	9.7800 	10.9900 	11.3800 	11.0848 	11.1100 	12.7500 	12.8800 	14.2200 	14.3700 	15.4800 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.4000 	20.4000 	23.8600 	23.8600 	24.0400 	24.0400 	: 	24.5100 	24.5100 	25.2500 	26.7200 	29.6300 	32.0800 	34.0000 	34.0000 
S,4100,4141150,GJ_GCV,X_VAT,NAC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.6812 	13.2310 	13.1900 	12.7700 	12.7000 	12.6400 	11.4800 	: 	11.7500 	12.6970 	13.8300 	13.4200 	13.2200 	13.2960 
S,4100,4141150,GJ_GCV,X_VAT,NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.3700 	20.3913 	23.4611 	24.7284 	25.7951 	25.8400 
S,4100,4141150,GJ_GCV,X_VAT,NAC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.3500 	85.3000 	89.4000 	89.4000 	89.4000 	85.3000 	83.3000 	89.4000 	89.4000 	114.8000 	125.2000 	127.4000 	127.4000 	134.4000 	136.7000 	143.1000 	143.1000 	160.6000 	156.8000 	193.3000 	199.0000 	193.0000 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.6762 	3.7931 	3.7931 	3.7931 	4.1144 	4.3773 	5.1993 	4.9281 	4.9239 	4.1645 	5.0408 	5.8044 	7.9450 	8.5334 	7.4944 	7.4944 	7.9242 	8.2955 	7.9575 	8.2955 	8.6127 	9.8270 	10.8117 	11.4961 	11.5500 	11.4300 
S,4100,4141150,GJ_GCV,X_VAT,NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	249.0000 	249.0000 	264.0000 	238.0000 	342.0000 	313.0000 	335.0000 	328.0000 
S,4100,4141150,GJ_GCV,X_VAT,NAC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.5100 
S,4100,4141150,GJ_GCV,X_VAT,NAC,UK	: 	: 	: 	: 	: 	: 	: 	4.6600 	4.8100 	4.8100 	4.6500 	4.5500 	4.5600 	4.5600 	4.5600 	4.6900 	4.6700 	4.6600 	4.6400 	4.6300 	4.5200 	4.4900 	4.2400 	4.2000 	4.1200 	4.1100 	4.0400 	3.9800 	4.1300 	4.0900 	4.3100 	4.3100 	4.3400 	4.5100 	4.3300 	4.8300 	4.8900 	5.3800 	6.4900 	7.4300 	6.5600 
S,4100,4141150,GJ_GCV,X_VAT,NAT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	114.2300 	129.1500 	129.1500 	129.1500 	122.3100 	122.3100 	122.3100 	122.3100 	122.3100 	124.8300 	135.7700 	135.7700 	9.8700 	8.8300 	10.2100 	10.2100 	11.4200 	11.1400 	11.1400 	11.3000 	13.0400 	13.0400 	13.3200 	13.3200 
S,4100,4141150,GJ_GCV,X_VAT,NAT,BE	: 	: 	: 	: 	: 	: 	: 	295.0000 	292.2000 	285.4000 	275.6000 	272.4000 	271.6000 	288.2000 	284.2000 	284.4000 	284.0000 	280.0000 	282.3000 	291.9000 	301.4000 	300.1000 	288.2000 	274.2000 	270.9000 	313.7000 	348.3000 	394.9000 	369.2000 	8.6800 	8.5400 	8.9100 	8.9000 	8.7200 	: 	9.2200 	10.4400 	11.1700 	11.6700 	10.6400 	9.7200 
S,4100,4141150,GJ_GCV,X_VAT,NAT,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.9970 	11.0690 	10.9710 	11.2190 	12.5500 	13.2060 	14.3990 	14.2640 
S,4100,4141150,GJ_GCV,X_VAT,NAT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	128.5600 	128.5600 	158.4030 	177.8560 	186.1930 	169.5190 	163.8890 	177.3590 	176.1330 	169.6900 	190.8300 	195.2300 	242.0000 	245.4400 	221.1600 	227.8700 
S,4100,4141150,GJ_GCV,X_VAT,NAT,DE	18.2000 	18.3300 	12.8400 	11.6600 	11.7100 	12.8500 	: 	12.9800 	13.7200 	13.4600 	12.9300 	14.5400 	14.9300 	14.9300 	14.8300 	14.6700 	14.3300 	13.9200 	13.7800 	14.8600 	15.0300 	14.8300 	14.6100 	13.9900 	14.0900 	15.4400 	17.5600 	20.7600 	21.0100 	10.2100 	9.7800 	10.4600 	10.6630 	10.6280 	10.6200 	11.6900 	11.9200 	13.7800 	14.8600 	15.5000 	14.6900 
S,4100,4141150,GJ_GCV,X_VAT,NAT,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.2000 	88.9000 	108.0000 	113.5000 	131.4000 	117.3000 	106.9400 	110.8300 	112.8500 	107.9800 	113.9200 	147.4000 	169.3000 	162.5000 	178.0000 	218.4000 	183.9000 	193.9000 
S,4100,4141150,GJ_GCV,X_VAT,NAT,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.2600 	10.6600 	10.6500 	11.3400 	11.7000 	13.0200 	13.7700 	14.2600 	13.6900 p
S,4100,4141150,GJ_GCV,X_VAT,NAT,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61.4160 	: 	61.4159 	61.3100 	61.3900 	61.3900 	61.4600 	64.5900 	78.0800 	98.0000 
S,4100,4141150,GJ_GCV,X_VAT,NAT,ES	: 	: 	: 	: 	: 	: 	: 	1255.0000 	1255.0000 	1358.8000 	1358.8000 	1358.8000 	1358.8000 	1358.8000 	1423.5000 	1423.5000 	1423.5000 	1476.1000 	1476.1000 	1499.6000 	1523.4000 	1523.4000 	1523.4000 	1472.4000 	1401.1000 	1522.7000 	1705.3000 	1839.5000 	1807.3000 	10.4600 	9.9300 	10.4300 	10.2136 	9.9528 	: 	10.2548 	10.4200 	11.7500 	11.7210 	12.2710 	11.9304 
S,4100,4141150,GJ_GCV,X_VAT,NAT,EU15	: 	: 	: 	: 	: 	: 	: 	8.1900 	8.3200 	8.3700 	8.1300 	7.7000 	7.8500 	8.0100 	7.8200 	7.8400 	7.6500 	7.6800 	7.8700 	8.3800 	8.6000 	8.5600 	8.2800 	8.1100 	8.1500 	8.6800 	9.2200 	10.0500 	10.1400 	9.8700 	9.6700 	9.9200 	9.8100 	9.4800 	9.5100 	10.2200 	10.5300 	11.7000 	12.7000 	13.5000 	12.6000 p
S,4100,4141150,GJ_GCV,X_VAT,NAT,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.0700 	9.1000 	9.7900 	10.0900 	11.2500 	12.1500 	12.9600 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAT,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.6900 	10.0000 	11.1600 	12.0500 	12.8600 	12.2300 p
S,4100,4141150,GJ_GCV,X_VAT,NAT,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.6400 	32.6500 	30.1600 	33.2100 	33.7000 	: 	45.0300 	43.3000 	42.1000 	40.2000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAT,FR	: 	: 	: 	: 	: 	: 	: 	50.0400 	51.1000 	52.1000 	50.4300 	49.4100 	49.4100 	49.4100 	48.4300 	47.4900 	47.0000 	47.0000 	46.5200 	47.5700 	49.2500 	50.7600 	49.5200 	48.2800 	45.8600 	45.8600 	48.9000 	55.3600 	60.2900 	9.1900 	8.8000 	9.0600 	9.4300 	8.6500 	8.6500 	9.0000 	9.3300 	10.8100 	11.4200 	11.4200 	11.4200 
S,4100,4141150,GJ_GCV,X_VAT,NAT,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50.1100 	50.1100 	50.1100 	50.1100 	50.1100 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	220.1300 	220.1300 	234.0000 	234.0000 	238.5000 	238.5000 	364.5000 	364.5000 	393.6600 	509.4000 	605.1600 	689.4000 	749.7000 	749.7000 	749.7000 	756.4500 	756.4500 	846.9800 	846.9800 	946.7600 	946.7600 	946.7600 	946.7600 	1060.3000 	1093.0600 	1093.0600 	1093.0600 	1153.1400 	1151.5000 	1151.4300 	1514.8400 	2202.7300 
S,4100,4141150,GJ_GCV,X_VAT,NAT,IE	: 	: 	: 	: 	: 	: 	: 	6.2500 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.6900 	5.7900 	5.7900 	5.7300 	5.7300 	5.7300 	5.7300 	7.2700 	7.2700 	7.2700 	7.9300 	7.9300 	7.9320 	8.8000 	8.8000 	11.0200 	11.0180 	14.7420 	13.2680 
S,4100,4141150,GJ_GCV,X_VAT,NAT,IT	: 	: 	: 	: 	: 	: 	: 	21129.0000 	20646.0000 	21726.0000 	21069.0000 	21593.0000 	21822.0000 	23645.0000 	23401.0000 	23253.0000 	24681.0000 	24639.0000 	24703.0000 	25838.0000 	26234.0000 	26064.0000 	25289.0000 	24449.0000 	24531.0000 	25789.0000 	27556.0000 	29715.0000 	28334.0000 	14.2900 	13.9700 	13.9700 	14.3300 	12.4350 	12.4350 	12.7820 	13.3440 	13.7500 	14.6100 	15.2200 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAT,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.9500 	15.0600 	15.8300 	14.4000 	18.2528 	20.6200 	20.6129 	20.6400 
S,4100,4141150,GJ_GCV,X_VAT,NAT,LU	: 	: 	: 	: 	: 	: 	: 	208.0400 	238.5700 	202.2500 	195.6500 	203.3500 	203.3500 	204.3000 	205.9700 	201.4300 	202.8700 	218.2200 	227.5500 	231.2300 	243.7500 	234.6700 	229.5200 	213.5600 	204.9700 	229.0200 	276.8900 	307.8200 	311.5000 	6.6400 	6.6500 	6.9100 	6.9552 	6.6700 	: 	7.6753 	8.2900 	9.7409 	10.1700 	10.8655 	9.9102 
S,4100,4141150,GJ_GCV,X_VAT,NAT,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.4000 	2.4800 	2.6800 	2.7100 	3.1600 	3.7500 	4.4300 	4.3300 
S,4100,4141150,GJ_GCV,X_VAT,NAT,NL	: 	: 	: 	: 	: 	: 	: 	14.0000 	14.8700 	14.1100 	14.1900 	12.8800 	12.9100 	13.5100 	13.1700 	13.4000 	13.0000 	13.5300 	14.2400 	15.4500 	16.0200 	16.1200 	15.3600 	15.8000 	15.1800 	16.9600 	17.8100 	19.5500 	20.3900 	9.7100 	9.7800 	10.9900 	11.3800 	11.0848 	11.1100 	12.7500 	12.8800 	14.2200 	14.3700 	15.4800 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAT,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.4000 	20.4000 	23.8600 	23.8600 	24.0400 	24.0400 	: 	24.5100 	24.5100 	25.2500 	26.7200 	29.6300 	32.0800 	34.0000 	34.0000 
S,4100,4141150,GJ_GCV,X_VAT,NAT,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2742.8300 	2652.5800 	13.1900 	12.7700 	12.7000 	12.6400 	11.4800 	: 	11.7500 	12.6970 	13.8300 	13.4200 	13.2200 	13.2960 
S,4100,4141150,GJ_GCV,X_VAT,NAT,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.3700 	20.3913 	23.4611 	24.7284 	25.7951 	25.8400 
S,4100,4141150,GJ_GCV,X_VAT,NAT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.3500 	85.3000 	89.4000 	89.4000 	89.4000 	85.3000 	83.3000 	89.4000 	89.4000 	114.8000 	125.2000 	127.4000 	127.4000 	134.4000 	136.7000 	143.1000 	143.1000 	160.6000 	156.8000 	193.3000 	199.0000 	193.0000 	: 
S,4100,4141150,GJ_GCV,X_VAT,NAT,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	881.0000 	909.0000 	909.0000 	909.0000 	986.0000 	1049.0000 	1246.0000 	1181.0000 	1180.0000 	998.0000 	1208.0000 	1391.0000 	1904.0000 	2045.0000 	1796.0000 	1796.0000 	1899.0000 	1988.0000 	1907.0000 	1988.0000 	2064.0000 	2355.0000 	2591.0000 	2755.0000 	11.5500 	11.4300 
S,4100,4141150,GJ_GCV,X_VAT,NAT,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	249.0000 	249.0000 	264.0000 	238.0000 	342.0000 	313.0000 	335.0000 	328.0000 
S,4100,4141150,GJ_GCV,X_VAT,NAT,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.5100 
S,4100,4141150,GJ_GCV,X_VAT,NAT,UK	: 	: 	: 	: 	: 	: 	: 	4.6600 	4.8100 	4.8100 	4.6500 	4.5500 	4.5600 	4.5600 	4.5600 	4.6900 	4.6700 	4.6600 	4.6400 	4.6300 	4.5200 	4.4900 	4.2400 	4.2000 	4.1200 	4.1100 	4.0400 	3.9800 	4.1300 	4.0900 	4.3100 	4.3100 	4.3400 	4.5100 	4.3300 	4.8300 	4.8900 	5.3800 	6.4900 	7.4300 	6.5600 
S,4100,4141150,GJ_GCV,X_VAT,PPS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.5365 	8.5208 	8.6274 	8.6274 	8.1622 	8.1622 	8.3508 	8.3508 	8.5517 	8.7279 	9.3613 	9.3613 	9.3466 	8.3617 	9.8410 	9.8410 	11.0938 	10.8218 	10.7956 	10.9507 	12.8044 	12.8044 	13.0358 p	13.0358 p
S,4100,4141150,GJ_GCV,X_VAT,PPS,BE	: 	: 	: 	: 	: 	: 	: 	7.3070 	7.2377 	7.0404 	6.7986 	6.5042 	6.4851 	6.8735 	6.7781 	6.4739 	6.4648 	6.4568 	6.5098 	6.7193 	6.9380 	6.9023 	6.6286 	6.3260 	6.2498 	7.4217 	8.2402 	9.5070 	8.8882 	8.4898 	8.3529 	8.7139 	8.7042 	8.5048 	: 	8.9636 	10.1497 	10.8891 	11.3765 	10.3613 p	9.4654 p
