freq,product,consom,unit,tax,currency,geo\TIME_PERIOD	1985-S1 	1986-S1 	1987-S1 	1988-S1 	1989-S1 	1990-S1 	1990-S2 	1991-S1 	1991-S2 	1992-S1 	1992-S2 	1993-S1 	1993-S2 	1994-S1 	1994-S2 	1995-S1 	1995-S2 	1996-S1 	1996-S2 	1997-S1 	1997-S2 	1998-S1 	1998-S2 	1999-S1 	1999-S2 	2000-S1 	2000-S2 	2001-S1 	2001-S2 	2002-S1 	2002-S2 	2003-S1 	2003-S2 	2004-S1 	2004-S2 	2005-S1 	2005-S2 	2006-S1 	2006-S2 	2007-S1 	2007-S2 
S,4100,4141050,GJ_GCV,I_TAX,EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.5600 	21.1700 	21.1700 	21.6200 	23.4900 	23.4900 	24.1000 	24.1000 
S,4100,4141050,GJ_GCV,I_TAX,EUR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.1000 	20.1900 	21.8600 	22.6400 	21.5600 	20.4500 
S,4100,4141050,GJ_GCV,I_TAX,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.7572 	6.8156 	6.6711 	6.9404 	7.8755 	8.2314 	7.7099 	7.2922 
S,4100,4141050,GJ_GCV,I_TAX,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.3183 	6.3887 	7.7212 	8.8126 	9.8365 	9.8065 	9.1743 	9.6137 	9.9886 	9.8783 	11.1134 	11.3237 	13.0757 	13.3461 	12.7604 	12.8696 
S,4100,4141050,GJ_GCV,I_TAX,EUR,DE	18.1230 	18.6482 	15.8779 	14.7910 	14.6343 	15.9197 	: 	14.8965 	15.2847 	15.3309 	15.0458 	17.9047 	18.0733 	18.1599 	18.3194 	18.3775 	18.7972 	18.3634 	17.9189 	18.1884 	17.9502 	17.7041 	17.6211 	17.5578 	17.5731 	18.3809 	19.6080 	21.4078 	21.9395 	21.7500 	21.2100 	21.9600 	22.1400 	22.1380 	22.1100 	24.2500 	23.9000 	26.0900 	27.1700 	28.5200 	27.7400 
S,4100,4141050,GJ_GCV,I_TAX,EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.0336 	25.0417 	26.8569 	26.8029 	28.0030 	28.0763 	28.1209 	28.1315 	28.1228 	28.1198 	28.0635 	36.3795 	41.7445 	39.9818 	43.7725 	53.7117 	45.2783 	47.8027 
S,4100,4141050,GJ_GCV,I_TAX,EUR,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.5100 	18.4200 	18.4200 	19.9700 	20.4500 	22.2600 	22.9900 	23.7100 	23.1800 p
S,4100,4141050,GJ_GCV,I_TAX,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.0458 	: 	8.0458 	8.0363 	8.0446 	8.0446 	8.0439 	8.0388 	9.4295 	11.2050 
S,4100,4141050,GJ_GCV,I_TAX,EUR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.0412 	17.2300 	18.7300 	19.1070 	19.7396 	19.3422 
S,4100,4141050,GJ_GCV,I_TAX,EUR,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.1300 	16.3400 	15.6400 	17.1800 	17.5900 	19.1700 	20.2800 	21.4400 	20.5900 p
S,4100,4141050,GJ_GCV,I_TAX,EUR,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.5700 	14.9700 	16.4300 	16.8200 	18.4400 	19.4600 	20.6400 	: 
S,4100,4141050,GJ_GCV,I_TAX,EUR,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.2100 	16.6300 	18.2400 	19.2500 	20.4200 	19.8800 p
S,4100,4141050,GJ_GCV,I_TAX,EUR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.4000 	: 	: 	18.4500 	20.2100 	20.9400 	20.9400 	20.9400 
S,4100,4141050,GJ_GCV,I_TAX,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.9900 	8.2528 	8.1765 	8.3190 	8.1833 	: 
S,4100,4141050,GJ_GCV,I_TAX,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.2114 	2.0735 	2.4424 	2.3051 	2.3094 	2.1275 	2.9507 	2.4021 	2.4054 	2.9321 	3.3564 	3.6425 	3.7451 	3.5142 	3.3481 	4.1622 	4.0890 	4.4851 	4.4042 	5.2418 	5.3514 	5.2890 	5.4282 	5.5374 	5.9571 	6.3011 	6.3882 	6.7510 	6.6298 	5.9909 	8.5985 	12.8507 
S,4100,4141050,GJ_GCV,I_TAX,EUR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.4600 	21.4594 	23.8000 	23.8000 	29.8100 	29.8100 	39.8860 	35.8980 
S,4100,4141050,GJ_GCV,I_TAX,EUR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.8920 	15.8920 	15.4460 	17.3110 	18.4700 	18.9700 	19.2020 	: 
S,4100,4141050,GJ_GCV,I_TAX,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.0681 	7.7618 	8.0630 	7.3042 	8.6159 	9.6009 	9.6009 	9.6125 
S,4100,4141050,GJ_GCV,I_TAX,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.1570 	15.8100 	17.3465 	17.8000 	22.1458 	21.1331 
S,4100,4141050,GJ_GCV,I_TAX,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.4282 	8.4294 	6.3622 	6.2491 	6.7816 	7.9023 	8.8029 	8.8535 
S,4100,4141050,GJ_GCV,I_TAX,EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.7118 	11.7700 	19.8500 	20.0200 	22.0700 	22.2800 	23.4500 	: 
S,4100,4141050,GJ_GCV,I_TAX,EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.0297 	7.3826 	9.0763 	9.1392 	8.5123 	8.5495 	: 	7.7767 	8.2081 	9.2121 	9.6765 	11.3740 	12.4543 	13.4347 	13.8315 
S,4100,4141050,GJ_GCV,I_TAX,EUR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.8600 	17.2100 	18.3100 	18.2800 	18.8200 	: 	19.6980 	20.3880 	21.4100 	21.8200 	21.9660 	22.2010 
S,4100,4141050,GJ_GCV,I_TAX,EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.7920 	6.8072 	7.6597 	8.2393 	9.0491 	9.8102 
S,4100,4141050,GJ_GCV,I_TAX,EUR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.9443 	17.6119 	17.5113 	17.3330 	17.2351 	16.6362 	17.2792 	17.5763 	17.9731 	20.9983 	21.6760 	22.2162 	22.1170 	22.7290 	26.4871 	24.2207 	24.0643 	25.0453 	23.2191 	33.1218 	34.2302 	32.5899 	: 
S,4100,4141050,GJ_GCV,I_TAX,EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.6879 	16.4010 	16.1303 	16.0482 	16.9036 	18.1100 	20.1556 	19.7749 	20.6000 	21.7000 
S,4100,4141050,GJ_GCV,I_TAX,EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.7289 	10.9527 	12.9106 	12.5238 	21.8980 	21.4191 	22.8770 	23.1051 
S,4100,4141050,GJ_GCV,I_TAX,EUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.0759 
S,4100,4141050,GJ_GCV,I_TAX,EUR,UK	: 	: 	: 	: 	: 	: 	: 	12.3244 	12.6231 	12.3216 	12.0977 	10.7099 	11.1390 	11.3480 	11.5618 	11.9371 	11.1008 	11.0300 	11.3247 	12.5898 	13.6921 	13.1267 	13.2703 	12.1210 	12.8917 	13.5686 	10.5130 	10.4285 	11.2559 	11.1906 	10.9441 	10.6679 	10.1221 	11.0525 	8.4865 	9.1030 	9.3810 	10.2773 	12.2270 	14.8174 	13.3600 
S,4100,4141050,GJ_GCV,I_TAX,NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.5600 	21.1700 	21.1700 	21.6200 	23.4900 	23.4900 	24.1000 	24.1000 
S,4100,4141050,GJ_GCV,I_TAX,NAC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.1000 	20.1900 	21.8600 	22.6400 	21.5600 	20.4500 
S,4100,4141050,GJ_GCV,I_TAX,NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.2150 	13.3300 	13.0480 	13.5740 	15.4030 	16.0990 	15.0790 	14.2620 
S,4100,4141050,GJ_GCV,I_TAX,NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	227.4900 	227.4900 	271.2300 	298.4650 	315.4160 	291.5170 	288.8890 	306.4850 	326.8660 	311.6100 	336.7800 	341.7500 	375.5600 	379.6700 	355.2500 	364.9700 
S,4100,4141050,GJ_GCV,I_TAX,NAC,DE	20.6102 	20.7636 	16.7601 	15.6200 	15.5944 	16.5556 	: 	15.6046 	16.0546 	15.9881 	15.7120 	17.9259 	18.0282 	18.0282 	17.9668 	17.8645 	17.9515 	17.7214 	17.5066 	18.1304 	18.1611 	17.8850 	17.7776 	17.5578 	17.5731 	18.3809 	19.6080 	21.4078 	21.9395 	21.7500 	21.2100 	21.9600 	22.1400 	22.1380 	22.1100 	24.2500 	23.9000 	26.0900 	27.1700 	28.5200 	27.7400 
S,4100,4141050,GJ_GCV,I_TAX,NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	186.2800 	186.2800 	199.9200 	199.9200 	209.0200 	209.0200 	209.0200 	209.0200 	209.0200 	209.0200 	209.0200 	270.5000 	310.6000 	298.2000 	326.6000 	400.7000 	337.5000 	355.7000 
S,4100,4141050,GJ_GCV,I_TAX,NAC,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.5100 	18.4200 	18.4200 	19.9700 	20.4500 	22.2600 	22.9900 	23.7100 	23.1800 p
S,4100,4141050,GJ_GCV,I_TAX,NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.8890 	: 	125.8887 	125.7400 	125.8700 	125.8700 	125.8600 	125.7800 	147.5400 	175.3200 
S,4100,4141050,GJ_GCV,I_TAX,NAC,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.0412 	17.2300 	18.7300 	19.1070 	19.7396 	19.3422 
S,4100,4141050,GJ_GCV,I_TAX,NAC,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.1300 	16.3400 	15.6400 	17.1800 	17.5900 	19.1700 	20.2800 	21.4400 	20.5900 p
S,4100,4141050,GJ_GCV,I_TAX,NAC,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.5700 	14.9700 	16.4300 	16.8200 	18.4400 	19.4600 	20.6400 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAC,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.2100 	16.6300 	18.2400 	19.2500 	20.4200 	19.8800 p
S,4100,4141050,GJ_GCV,I_TAX,NAC,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.4000 	: 	: 	18.4500 	20.2100 	20.9400 	20.9400 	20.9400 
S,4100,4141050,GJ_GCV,I_TAX,NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60.3200 	60.3200 	60.3200 	60.3200 	60.3200 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	220.1300 	220.1300 	248.0400 	248.0400 	262.3500 	262.3500 	408.2400 	408.2400 	440.9000 	570.5300 	677.7800 	772.1300 	839.6600 	839.6600 	839.6600 	1042.3300 	1042.3300 	1167.1200 	1167.1200 	1304.8900 	1304.8900 	1304.8900 	1304.8900 	1460.3700 	1574.5700 	1574.5700 	1574.5700 	1663.9100 	1662.1500 	1662.4200 	2182.9800 	3172.8300 
S,4100,4141050,GJ_GCV,I_TAX,NAC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.4600 	21.4594 	23.8000 	23.8000 	29.8100 	29.8100 	39.8860 	35.8980 
S,4100,4141050,GJ_GCV,I_TAX,NAC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.8920 	15.8920 	15.4460 	17.3110 	18.4700 	18.9700 	19.2020 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.8600 	26.8000 	27.8400 	25.2200 	29.7490 	33.1500 	33.1501 	33.1900 
S,4100,4141050,GJ_GCV,I_TAX,NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.1570 	15.8100 	17.3465 	17.8000 	22.1458 	21.1331 
S,4100,4141050,GJ_GCV,I_TAX,NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.9700 	5.5600 	4.4300 	4.3500 	4.7200 	5.5000 	6.1400 	6.1700 
S,4100,4141050,GJ_GCV,I_TAX,NAC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.7118 	11.7700 	19.8500 	20.0200 	22.0700 	22.2800 	23.4500 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.4900 	28.4900 	32.8300 	32.8300 	34.8000 	34.8000 	: 	36.6500 	36.6500 	37.5800 	39.6600 	43.4500 	49.7700 	52.1200 	52.1200 
S,4100,4141050,GJ_GCV,I_TAX,NAC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.8600 	17.2100 	18.3100 	18.2800 	18.8200 	: 	19.6980 	20.3880 	21.4100 	21.8200 	21.9660 	22.2010 
S,4100,4141050,GJ_GCV,I_TAX,NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.2900 	24.2656 	27.9187 	29.4268 	30.6963 	30.7500 
S,4100,4141050,GJ_GCV,I_TAX,NAC,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	151.4200 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	151.1000 	187.0000 	200.8000 	205.0000 	205.0000 	208.5000 	243.3000 	221.3000 	221.3000 	226.6000 	218.9000 	308.4000 	315.5000 	295.9000 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.0653 	16.0445 	15.9735 	16.0653 	16.9124 	18.0975 	20.1422 	19.7749 	20.6000 	21.7000 
S,4100,4141050,GJ_GCV,I_TAX,NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	437.0000 	437.0000 	498.0000 	487.0000 	821.0000 	822.0000 	795.0000 	770.0000 
S,4100,4141050,GJ_GCV,I_TAX,NAC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.9500 
S,4100,4141050,GJ_GCV,I_TAX,NAC,UK	: 	: 	: 	: 	: 	: 	: 	8.6500 	8.8000 	8.8000 	8.6400 	8.4700 	8.4700 	8.4700 	9.1400 	9.4100 	9.3600 	9.3100 	9.2600 	9.2200 	9.0500 	8.7300 	8.8600 	8.5200 	8.4800 	8.3900 	6.5500 	6.6200 	6.8500 	6.9000 	6.9900 	7.0100 	7.0900 	7.6500 	5.6500 	6.3600 	6.4500 	7.0500 	8.4100 	9.8300 	9.0100 
S,4100,4141050,GJ_GCV,I_TAX,NAT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.5600 	21.1700 	21.1700 	21.6200 	23.4900 	23.4900 	24.1000 	24.1000 
S,4100,4141050,GJ_GCV,I_TAX,NAT,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.1000 	20.1900 	21.8600 	22.6400 	21.5600 	20.4500 
S,4100,4141050,GJ_GCV,I_TAX,NAT,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.2150 	13.3300 	13.0480 	13.5740 	15.4030 	16.0990 	15.0790 	14.2620 
S,4100,4141050,GJ_GCV,I_TAX,NAT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	227.4900 	227.4900 	271.2300 	298.4650 	315.4160 	291.5170 	288.8890 	306.4850 	326.8660 	311.6100 	336.7800 	341.7500 	375.5600 	379.6700 	355.2500 	364.9700 
S,4100,4141050,GJ_GCV,I_TAX,NAT,DE	40.3100 	40.6100 	32.7800 	30.5500 	30.5000 	32.3800 	: 	30.5200 	31.4000 	31.2700 	30.7300 	35.0600 	35.2600 	35.2600 	35.1400 	34.9400 	35.1100 	34.6600 	34.2400 	35.4600 	35.5200 	34.9800 	34.7700 	34.3400 	34.3700 	35.9500 	38.3500 	41.8700 	42.9100 	21.7500 	21.2100 	21.9600 	22.1400 	22.1380 	22.1100 	24.2500 	23.9000 	26.0900 	27.1700 	28.5200 	27.7400 
S,4100,4141050,GJ_GCV,I_TAX,NAT,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	186.2800 	186.2800 	199.9200 	199.9200 	209.0200 	209.0200 	209.0200 	209.0200 	209.0200 	209.0200 	209.0200 	270.5000 	310.6000 	298.2000 	326.6000 	400.7000 	337.5000 	355.7000 
S,4100,4141050,GJ_GCV,I_TAX,NAT,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.5100 	18.4200 	18.4200 	19.9700 	20.4500 	22.2600 	22.9900 	23.7100 	23.1800 p
S,4100,4141050,GJ_GCV,I_TAX,NAT,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.8890 	: 	125.8887 	125.7400 	125.8700 	125.8700 	125.8600 	125.7800 	147.5400 	175.3200 
S,4100,4141050,GJ_GCV,I_TAX,NAT,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.0412 	17.2300 	18.7300 	19.1070 	19.7396 	19.3422 
S,4100,4141050,GJ_GCV,I_TAX,NAT,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.1300 	16.3400 	15.6400 	17.1800 	17.5900 	19.1700 	20.2800 	21.4400 	20.5900 p
S,4100,4141050,GJ_GCV,I_TAX,NAT,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.5700 	14.9700 	16.4300 	16.8200 	18.4400 	19.4600 	20.6400 	: 
S,4100,4141050,GJ_GCV,I_TAX,NAT,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.2100 	16.6300 	18.2400 	19.2500 	20.4200 	19.8800 p
S,4100,4141050,GJ_GCV,I_TAX,NAT,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.4000 	: 	: 	18.4500 	20.2100 	20.9400 	20.9400 	20.9400 
S,4100,4141050,GJ_GCV,I_TAX,NAT,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60.3200 	60.3200 	60.3200 	60.3200 	60.3200 	: 
